"","X","iso2c","year","country","GDPpc","Rural","CO2","HCexpend","Water","Sanitation","Unemploym","HCexpendpc","FemUnempl","FemSchool","LifeExpect","DPT","Measles","Population","Incidence","Incidence2","DDif","lGDPpc","lRural","lCO2","lHCexpend","lWater","lSanitation","lUnemploym","lHCexpendpc","lFemUnempl","lFemSchool","lLifeExpect","lDPT","lMeasles"
"140",140,"CD",2009,"Congo, Dem. Rep.",606.658920448808,60.563,0.044983989425965,9.14963353598913,45.8,29.3,7.30000019073486,16.9480726141576,7.69999980926514,94.09064,48.6978048780488,72,72,60486276,0.1,0.11,1,6.40796672283024,4.10368414555086,-3.1014486430544,2.21371382777381,3.82428409112014,3.37758751602302,1.98787437428241,2.83015411728178,2.04122030408888,4.54425857299363,3.88563395469995,4.27666611901606,4.27666611901606
"141",141,"CD",2010,"Congo, Dem. Rep.",631.795681568057,60.063,0.0488806279078791,7.02364855311055,46,30,7.19999980926514,14.8036864949823,7.5,95.30257,48.9876829268293,60,74,62191161,0.1,0.1,1,6.44856605321968,4.09539401135767,-3.01837411829543,1.94928281993161,3.8286413964891,3.40119738166216,1.97408099953106,2.69487623725173,2.01490302054226,4.55705677776768,3.89156889767197,4.0943445622221,4.30406509320417
"142",142,"CD",2011,"Congo, Dem. Rep.",656.786688167038,59.558,0.234929757065431,6.07058745455223,46.2,30.7,7.19999980926514,14.8638370083075,7.5,97.56547,49.3007073170732,74,74,63931512,0.09,0.1,1,6.48735929022125,4.08695062766839,-2.18495772819104,1.80345538038066,3.83297979808769,3.42426265459315,1.97408099953106,2.69893121647769,2.01490302054226,4.58052363983665,3.89793842814802,4.30406509320417,4.30406509320417
"143",143,"CD",2012,"Congo, Dem. Rep.",684.800916710471,59.05,-0.57508956345858,5.58637378245604,46.5,31.4,7.19999980926514,15.1931799055962,7.5,103.56575,49.6232682926829,72,73,65705093,0.09,0.09,1,6.52912816348095,4.07838454264337,-2.02511599951693,1.72033037943686,3.83945231259331,3.44680789291421,1.97408099953106,2.72084663673926,2.01490302054226,4.64020667671007,3.90445984253315,4.27666611901606,4.29045944114839
"144",144,"CF",2000,"Central African Republic",700.780412178913,62.361,0.073575522302076,4.2862305820144,62.5,17.2,7.69999980926514,10.7723746955245,8,68.8710225770231,43.6923170731707,37,36,3638316,0.96,1.04226079920841,1.0851394060496,6.55219458857361,4.13294007998146,-2.60944288598089,1.45540769448771,4.13516655674236,2.84490938381941,2.04122030408888,2.37698495855573,2.07944154167984,4.16492374054099,3.77717227596244,3.61091791264422,3.58351893845611
"145",145,"CF",2001,"Central African Republic",719.078032091874,62.28,0.0663299176980841,3.98758295878741,62.9,17.5,7.69999980926514,10.03162327736,8.10000038146973,64.56733,43.7873902439024,40,35,3704045,0.8,0.96,1,6.57796988047184,4.1316403469658,-2.71311423624019,1.38318527260612,4.1415461637064,2.86220088092947,2.04122030408888,2.30574243108818,2.09186410877342,4.16770855531107,3.77934588195814,3.68887945411394,3.55534806148941
"146",146,"CF",2002,"Central African Republic",732.583162374361,62.198,0.0652171027763503,4.20663602572897,63.4,17.8,7.69999980926514,11.0705711711329,8.10000038146973,56.31577,43.9635853658537,44,42,3767248,0.66,0.8,1,6.59657686669861,4.13032284488734,-2.73003353192673,1.43666328451882,4.14946386144318,2.87919845729804,2.04122030408888,2.4042903416978,2.09186410877342,4.03097460249506,3.7833616859424,3.78418963391826,3.73766961828337
"147",147,"CF",2003,"Central African Republic",681.751969493314,62.116,0.0612820644050766,4.3685155086025,63.8,18.2,7.80000019073486,12.9967080970203,8.39999961853027,56.75325,44.2239024390244,47,49,3829636,0.53,0.66,1,6.52466591060061,4.12900360470694,-2.79226806604483,1.47442325084757,4.15575319035074,2.90142159408275,2.05412375814873,2.56469610208897,2.1282316604362,4.03871292344419,3.78926542207874,3.85014760171006,3.89182029811063
"148",148,"CF",2004,"Central African Republic",710.752617914672,62.034,0.0546245821663527,4.14192166378619,64.3,18.5,7.69999980926514,13.5059796742189,8,47.77619,44.5678292682927,51,55,3893595,0.45,0.53,1,6.56632443383727,4.12768262183261,-2.90727127472419,1.42115985014032,4.16355963124357,2.91777073208428,2.04122030408888,2.60313252620697,2.07944154167984,3.86652739824104,3.79701228189742,3.93182563272433,4.00733318523247
"149",149,"CF",2005,"Central African Republic",705.020367429501,61.934,0.0536964228052383,4.35642541085002,64.8,18.9,7.69999980926514,14.8486001156184,8,54.3181,44.9959268292683,54,62,3960897,0.36,0.45,1,6.55822669236588,4.12606930191634,-2.92440889411375,1.47165186119523,4.17130560335823,2.9391619220656,2.04122030408888,2.69790559249665,2.07944154167984,3.99485750473001,3.80657197076845,3.98898404656427,4.12713438504509
"150",150,"CF",2006,"Central African Republic",745.20770972027,61.817,0.0563859743627517,4.04073407083482,65.2,19.2,7.59999990463257,14.7628425723414,7.90000009536743,54.02981,45.5081951219512,51,61,4032102,0.32,0.36,1,6.61366298451432,4.12417840754198,-2.87553483291599,1.39642637616917,4.17745946893261,2.95491027903374,2.02814823474394,2.69211338683198,2.0668627715448,3.98953593128492,3.81789242230894,3.93182563272433,4.11087386417331
"151",151,"CF",2007,"Central African Republic",791.065302294622,61.682,0.0571448468271788,4.31518197700133,65.7,19.6,7.59999990463257,17.833980644469,7.90000009536743,63.07678,46.091243902439,48,59,4106897,0.29,0.32,1,6.67338052099041,4.12199215415091,-2.86216606206002,1.46213949676347,4.18509892549057,2.97552956623647,2.02814823474394,2.88110566239579,2.0668627715448,4.14435271450151,3.83062299492191,3.87120101090789,4.07753744390572
"152",152,"CF",2008,"Central African Republic",806.49584705806,61.53,0.0560769548011448,4.30957009803213,66.2,19.9,7.59999990463257,20.4220354942389,7.90000009536743,73.49429,46.7291219512195,45,58,4185106,0.27,0.29,1,6.69269874821296,4.1195248607524,-2.88103033870831,1.4608381539046,4.19268046294296,2.99071973173045,2.02814823474394,3.01661448917115,2.0668627715448,4.29720771612616,3.84436756670528,3.80666248977032,4.06044301054642
"153",153,"CF",2009,"Central African Republic",861.626252024676,61.36,0.0550104107896238,3.57683042179136,66.7,20.3,7.59999990463257,16.6148765583839,7.90000009536743,75.41365,47.4049268292683,42,56,4266247,0.26,0.27,1,6.75882159430173,4.116758157059,-2.90023282457814,1.27447705121106,4.20020495292158,3.01062088604774,2.02814823474394,2.81029847225045,2.0668627715448,4.3229882931119,3.85872616484523,3.73766961828337,4.02535169073515
"154",154,"CF",2010,"Central African Republic",901.124949275455,61.172,0.0606962747139546,3.87158760498678,67.2,20.7,7.59999990463257,17.6649803813411,7.90000009536743,77.9894,48.0987317073171,45,53,4349921,0.26,0.26,1,6.8036439264345,4.11368956848588,-2.80187295489303,1.35366465676551,4.2076732475291,3.03013370027132,2.02814823474394,2.87158417021559,2.0668627715448,4.3565729200188,3.87325580893283,3.80666248977032,3.97029191355212
"155",155,"CF",2011,"Central African Republic",912.754028902023,60.966,-0.518269471981929,3.88047838346282,67.7,21.1,7.59999990463257,18.9454226446125,7.80000019073486,79.47547,48.7930487804878,47,49,4436217,0.29,0.26,0,6.81646643455178,4.1103163317318,-2.12303917447717,1.35595844074193,4.21508617991823,3.04927304048202,2.02814823474394,2.94156235325379,2.05412375814873,4.37544842058875,3.88758785969034,3.85014760171006,3.89182029811063
"156",156,"CF",2012,"Central African Republic",931.490689414463,60.742,0.214602259868854,3.75978538123901,68.2,21.5,7.5,17.7716652479767,7.80000019073486,81.26187,49.4753902439024,47,49,4525209,0.28,0.29,1,6.83678619473078,4.10663538630633,-2.09976848002919,1.324361876315,4.22244456484942,3.06805293513362,2.01490302054226,2.87760534897328,2.05412375814873,4.3976769028471,3.90147537915641,3.85014760171006,3.89182029811063
"157",157,"CG",2000,"Congo, Rep.",4622.77470958724,41.305,0.3354745883506,2.12504959436685,69.2,12.7,7.19999980926514,21.8874987356923,7.40000009536743,84.32495,52.3019268292683,33,34,3126204,0.48,0.533346695374424,0.90360890919872,8.43875039028664,3.72098355801447,-1.09220906806018,0.753795140629617,4.23700086262362,2.54160199346455,1.97408099953106,3.08591563984805,2.00148001309761,4.43467778800357,3.95703321225205,3.49650756146648,3.52636052461616
"158",158,"CG",2001,"Congo, Rep.",4679.657579939,40.844,0.268821850016658,2.43633673969096,69.5,12.8,7.19999980926514,21.2368129425066,7.59999990463257,99.95698,52.441243902439,31,35,3205636,0.44,0.48,1,8.45098021955518,3.70975993169329,-1.31370638637242,0.890495574978419,4.24132675257075,2.54944517092557,1.97408099953106,3.05573613532732,2.02814823474394,4.60473989342552,3.95969337910309,3.43398720448515,3.55534806148941
"159",159,"CG",2002,"Congo, Rep.",4777.69806380199,40.383,0.215527272583312,2.45276459310561,70.1,12.9,7.19999980926514,22.5577505862315,7.5,102.46077,52.6921707317073,41,37,3283719,0.4,0.44,1,8.47171413287978,3.69840890433007,-1.53466782253477,0.897215793735076,4.24992279404054,2.55722731136763,1.97408099953106,3.11607871360156,2.01490302054226,4.62947999361067,3.96446688154504,3.71357206670431,3.61091791264422
"160",160,"CG",2003,"Congo, Rep.",4702.42110901408,39.924,0.322716950435539,2.61050746606802,70.6,13.1,7.19999980926514,27.1330711186311,7.69999980926514,96.62939,53.0488048780488,50,50,3363418,0.35,0.4,1,8.45583278464192,3.68697764682434,-1.1309796543885,0.959544633878944,4.2570301444992,2.57261223020711,1.97408099953106,3.30075332036117,2.04122030408888,4.57088293925198,3.97121233658849,3.91202300542815,3.91202300542815
"161",161,"CG",2004,"Congo, Rep.",4745.34806307272,39.467,0.342365668967325,2.55529588655428,71.2,13.2,7.19999980926514,34.4420698715239,7.5,107.6435,53.4996585365854,67,65,3448868,0.32,0.35,1,8.46492006200451,3.67546487969207,-1.07187590560797,0.938168023821129,4.26549281841793,2.58021682959233,1.97408099953106,3.53927877855273,2.01490302054226,4.67882484112346,3.97967527138786,4.20469261939097,4.17438726989564
"162",162,"CG",2005,"Congo, Rep.",4977.71797006802,39.012,0.410909864807231,2.42171831831999,71.7,13.4,7.09999990463257,41.6075269429445,7.30000019073486,106.25244,54.0332926829268,62,54,3542867,0.29,0.32,1,8.51272682605298,3.66386929110977,-0.889381395575575,0.884477337095703,4.27249074760558,2.59525470695687,1.96009477061524,3.72828108702872,1.98787437428241,4.66581777224672,3.98960038775233,4.12713438504509,3.98898404656427
"163",163,"CG",2006,"Congo, Rep.",5137.62491121916,38.559,0.367036567504503,2.37270829833919,72.2,13.6,7.09999990463257,50.3037788982819,7.40000009536743,104.82348,54.6342682926829,73,61,3646653,0.27,0.29,1,8.54434617212822,3.6521895357961,-1.00229379691435,0.864032044629761,4.27944004589878,2.61006979274201,1.96009477061524,3.91808020148621,2.00148001309761,4.65227779259396,4.00066131028514,4.29045944114839,4.11087386417331
"164",164,"CG",2007,"Congo, Rep.",4905.40044929054,38.107,0.382420405346518,2.53770363061686,72.8,13.7,7.19999980926514,56.6748652120452,7.69999980926514,103.8774,55.2761707317073,72,59,3758858,0.25,0.27,1,8.49809200970484,3.64039799229103,-0.961234737966737,0.931259589667125,4.28771595520264,2.61739583283408,1.97408099953106,4.03733081812954,2.04122030408888,4.64321135760184,4.0123419066496,4.27666611901606,4.07753744390572
"165",165,"CG",2008,"Congo, Rep.",5021.61293553265,37.659,0.3802769268472,2.08514175673857,73.3,13.9,7.09999990463257,63.7892921849456,7.40000009536743,101.56795,55.9340487804878,79,69,3876475,0.23,0.25,1,8.52150646297831,3.62857196950418,-0.966855536813537,0.734836841783067,4.29456060889261,2.63188884013665,1.96009477061524,4.15558534217327,2.00148001309761,4.62072803262279,4.0241732963527,4.36944785246702,4.23410650459726
"166",166,"CG",2009,"Congo, Rep.",5236.36946635706,37.214,0.47178200746606,2.26558575890856,73.8,14.1,7,54.4034145614649,7.30000019073486,105.23791,56.5844878048781,78,63,3995146,0.2,0.23,1,8.56338368725179,3.61668503456545,-0.751238248670346,0.817833338705029,4.30135873160643,2.64617479738412,1.94591014905531,3.99642691956608,1.98787437428241,4.65622359660583,4.03573488059428,4.35670882668959,4.14313472639153
"167",167,"CG",2010,"Congo, Rep.",5533.1928935954,36.772,0.493188608646271,2.29284844906337,74.3,14.3,7,66.9604184849671,7.19999980926514,108.08381,57.2040243902439,74,75,4111715,0.17,0.2,1,8.6185203046789,3.60473668600151,-0.706863604782952,0.829794908827765,4.30811095172371,2.66025953726586,1.94591014905531,4.20410167593718,1.97408099953106,4.68290694469605,4.04662425238365,4.30406509320417,4.31748811353631
"168",168,"CG",2011,"Congo, Rep.",5568.55281676281,36.334,1.90282946767589,2.49737649638099,74.8,14.4,7.09999990463257,85.2617797108736,7.40000009536743,108.43867,57.7752195121951,74,75,4225359,0.16,0.17,1,8.62489048170562,3.59275394201655,-0.370514326266638,0.915240779419333,4.31481788498043,2.66722820658195,1.96009477061524,4.44572628504454,2.00148001309761,4.68618475970833,4.05655995558542,4.30406509320417,4.31748811353631
"169",169,"CG",2012,"Congo, Rep.",5631.30129347653,35.9,-2.41973072845762,3.16423238710924,75.3,14.6,7.09999990463257,99.7916684431519,7.40000009536743,113.35045,58.2965609756098,69,65,4337051,0.14,0.16,1,8.63609583003464,3.58073729549423,-1.29367458999845,1.15191049446153,4.32148013480585,2.68102152871429,1.96009477061524,4.60308469729901,2.00148001309761,4.73048434695007,4.06554310320507,4.23410650459726,4.17438726989564
"170",170,"CI",2000,"Cote d'Ivoire",2916.09304917981,56.459,0.420999580195857,6.46247772701808,77.5,17.7,4.09999990463257,41.7324685195025,3.5,66.36747,46.4539024390244,65,68,16131332,0.71,0.725215517809549,0.638410451264424,7.97800000248906,4.03351471101422,-0.865123442459737,1.86601279333237,4.3502779363593,2.87356463957978,1.41098695044991,3.73127944740704,1.25276296849537,4.1952070267989,3.83846047548814,4.17438726989564,4.21950770517611
"171",171,"CI",2001,"Cote d'Ivoire",2864.18895872759,55.805,0.470541266526242,5.2388942296925,77.7,18,4.09999990463257,33.6449618272938,3.5,69.69459,46.2731219512195,66,71,16420173,0.6,0.71,1,7.96004050311349,4.02186347110768,-0.753871615989329,1.65611045119623,4.3528552573736,2.89037175789616,1.41098695044991,3.51586332206671,1.25276296849537,4.2441226963896,3.83456127311345,4.18965474202643,4.26267987704132
"172",172,"CI",2002,"Cote d'Ivoire",2780.06587292686,55.147,0.436961600030033,4.71900730742162,77.9,18.3,4.09999990463257,32.5071595527443,3.5,69.20437,46.2835853658537,64,71,16674987,0.49,0.6,1,7.93022990170139,4.01000234712111,-0.82790995953232,1.55159846125367,4.3554259528767,2.90690105984738,1.41098695044991,3.48146035900514,1.25276296849537,4.23706401091875,3.83478737049703,4.15888308335967,4.26267987704132
"173",173,"CI",2003,"Cote d'Ivoire",2698.8214200572,54.487,0.322899305556582,5.1379420317338,78.1,18.7,4.09999990463257,41.7405269984499,3.5,68.42089,46.4629512195122,61,70,16909801,0.4,0.49,1,7.90057044560379,3.9979621411058,-1.13041475186568,1.63665261636126,4.35799005684564,2.92852352386054,1.41098695044991,3.73147252731084,1.25276296849537,4.22567818735729,3.83865524705347,4.11087386417331,4.24849524204936
"174",174,"CI",2004,"Cote d'Ivoire",2709.65386209286,53.825,0.447030139710954,5.58056577532424,78.3,19,4.09999990463257,50.3917899535619,3.40000009536743,95.5832681461331,46.791,67,78,17144325,0.32,0.4,1,7.90457617955107,3.98573804325043,-0.805129259995213,1.71929016468054,4.36054760299676,2.94443897916644,1.41098695044991,3.91982826406126,1.22377545967136,4.52687994652666,3.8456908767378,4.20469261939097,4.35670882668959
"175",175,"CI",2005,"Cote d'Ivoire",2704.30406645982,53.164,0.449889657315048,5.66097496498212,78.6,19.3,4.09999990463257,53.2557444761974,3.40000009536743,66.1473884642809,47.2322926829268,76,84,17393994,0.24,0.32,1,7.9025998814546,3.97338147555909,-0.79875293225223,1.73359613267805,4.36437169943516,2.96010509591084,1.41098695044991,3.97510567625845,1.22377545967136,4.10682716424182,3.85507782566712,4.33073334028633,4.43081679884331
"176",176,"CI",2006,"Cote d'Ivoire",2681.42119422482,52.5,0.396131288260265,6.02551182372178,78.8,19.7,4.09999990463257,59.2483240705136,3.40000009536743,65.95247,47.7426585365854,77,73,17662417,0.18,0.24,1,7.89410222930003,3.96081316959758,-0.926009586662806,1.79600242576399,4.36691299686383,2.98061863574394,1.41098695044991,4.08173749388546,1.22377545967136,4.18893433107761,3.8658253071814,4.34380542185368,4.29045944114839
"177",177,"CI",2007,"Cote d'Ivoire",2683.83573859947,51.734,0.383471815043695,6.55311076386931,79,20,4.09999990463257,72.2730855810475,3.40000009536743,66.76698,48.2737073170732,76,67,17949061,0.14,0.18,1,7.89500229599502,3.94611520559592,-0.958489154894692,1.87993986268718,4.36944785246702,2.99573227355399,1.41098695044991,4.28045179956886,1.22377545967136,4.20120864695321,3.8768870504744,4.33073334028633,4.20469261939097
"178",178,"CI",2008,"Cote d'Ivoire",2696.52112838455,50.966,0.376338523609253,6.4503652292745,79.2,20.4,4,82.7109620477773,3.40000009536743,70.82481,48.7866341463415,74,63,18260044,0.12,0.14,1,7.89971775023131,3.93115874373662,-0.977266211897054,1.86413675389828,4.37197629882038,3.01553490085017,1.38629436111989,4.4153521452137,1.22377545967136,4.26020936304443,3.88745638490044,4.30406509320417,4.14313472639153
"179",179,"CI",2009,"Cote d'Ivoire",2743.622297574,50.2,0.314826693686939,6.75752529975349,79.5,20.8,4,83.7059974583762,3.40000009536743,71.51485,49.2568292682927,81,67,18601342,0.13,0.12,0,7.9170343327149,3.91601502669768,-1.155732970332,1.91065674311314,4.37575702166029,3.03495298670727,1.38629436111989,4.42731062915033,1.22377545967136,4.26990512044259,3.89704802335099,4.39444915467244,4.20469261939097
"180",180,"CI",2010,"Cote d'Ivoire",2752.90470454291,49.443,0.305895928182664,6.86562923402988,79.7,21.1,4,82.9261935516048,3.40000009536743,101.367306777028,49.6752926829268,85,70,18976588,0.14,0.13,0,7.92041188941196,3.90082049092015,-1.18451033885645,1.92652769329049,4.37826958579617,3.04927304048202,1.38629436111989,4.41795097787521,1.22377545967136,4.52577140282769,3.90550768037677,4.44265125649032,4.24849524204936
"181",181,"CI",2011,"Cote d'Ivoire",2567.02689180903,48.695,1.80037115771249,6.77601326249672,79.9,21.5,4,84.1283453452405,3.40000009536743,81.98645,50.0475609756098,62,49,19389954,0.14,0.14,1,7.85050365678395,3.88557635541316,-1.0003569734616,1.91338891462303,4.38077585277223,3.06805293513362,1.38629436111989,4.43234355353667,1.22377545967136,4.40655398970754,3.91297377281775,4.12713438504509,3.89182029811063
"182",182,"CI",2012,"Cote d'Ivoire",2747.06702633629,47.959,0.155346375293992,7.06393363079603,80.2,21.9,4,87.8743506896031,3.29999995231628,86.56152,50.4017317073171,82,74,19839750,0.15,0.14,0,7.9182890856288,3.87034647923301,-0.305121496836008,1.9550020678436,4.38452351487247,3.08648663682246,1.38629436111989,4.47590796108052,1.19392245402282,4.46085537501793,3.92002553375922,4.40671924726425,4.30406509320417
"183",183,"CL",2000,"Chile",14623.1525173055,13.927,3.79788244152055,7.74226888168211,94.8,91.6,9.19999980926514,390.096865795126,10.1000003814697,98.762,76.7585609756098,91,97,15454402,0.02,0.0227159398108866,0.852486414640951,9.59036134051752,2.63382940207095,1.33444365917818,2.04669478181356,4.55176940926098,4.51743127168008,2.21920346332294,5.96639508211767,2.31253546161649,4.59271291538574,4.34066492390293,4.51085950651685,4.57471097850338
"184",184,"CL",2001,"Chile",14934.099621363,13.637,3.37337132142005,7.65936640255014,95.2,92.3,9.10000038146973,348.04099798186,9.69999980926514,125.362355173138,77.1310487804878,97,96,15639289,0.02,0.02,1,9.61140244234901,2.6127866868757,1.21591263641833,2.03592926525964,4.55597994179732,4.52504414150881,2.20827445544255,5.85232028312809,2.27212586584595,4.8923240929761,4.34550590742234,4.57471097850338,4.56434819146784
"185",185,"CL",2002,"Chile",15083.8757054269,13.352,3.49951781096799,7.49952178315741,95.6,92.9,8.89999961853027,330.713527610537,9.60000038146973,97.41047,77.461512195122,97,95,15819522,0.02,0.02,1,9.62138161818432,2.59166618635953,1.25262519070958,2.01483925626369,4.56017282005736,4.53152364581979,2.18605123387633,5.80125252514004,2.26176313821022,4.57893369973786,4.34978119616718,4.57471097850338,4.55387689160054
"186",186,"CL",2003,"Chile",15508.0388105724,13.078,3.44333068386433,7.07734261306747,96,93.6,8.5,338.499311669382,9.69999980926514,96.65551,77.7379268292683,96,96,15995658,0.02,0.02,1,9.64911380140391,2.57093142913908,1.23643922501425,1.95689850011165,4.56434819146784,4.53903038348355,2.14006616349627,5.82452205887724,2.27212586584595,4.57115321385862,4.35334325706318,4.56434819146784,4.56434819146784
"187",187,"CL",2004,"Chile",16269.3568497454,12.813,3.71389349033083,6.71049747313696,96.4,94.2,8.80000019073486,414.192614815041,10.5,100.22017,77.9598048780488,93,94,16168241,0.02,0.02,1,9.69703866960664,2.55046028052744,1.31208078463314,1.90367308730204,4.5685062016165,4.54542018158232,2.17475174315858,6.02633111880504,2.35137525716348,4.60736946579835,4.35619337178924,4.53259949315326,4.54329478227
"188",188,"CL",2005,"Chile",16995.6613378018,12.557,3.77838330115122,6.57428288253414,96.7,94.8,8,497.320107702418,9.80000019073486,101.03025,78.1372195121951,91,90,16337749,0.02,0.02,1,9.74071337504193,2.53027827900683,1.32929622003443,1.88316550482037,4.57161340245925,4.55176940926098,2.07944154167984,6.20923389865034,2.28238240513927,4.6154199769491,4.35846650558193,4.51085950651685,4.49980967033027
"189",189,"CL",2006,"Chile",17565.0063403531,12.311,3.90150582900573,6.23470867579871,97,95.4,7.69999980926514,586.83613961672,9.39999961853027,102.14844,78.289756097561,94,91,16504530,0.02,0.02,1,9.77366392566503,2.51049317166548,1.36136258861578,1.83013185403057,4.57471097850338,4.55807857845424,2.04122030408888,6.37474563199461,2.24070964869407,4.62642704948769,4.36041676554342,4.54329478227,4.51085950651685
"190",190,"CL",2007,"Chile",18289.3691860143,12.074,4.26869812342656,6.3731420141171,97.4,96,7.09999990463257,664.578648211055,8.60000038146973,103.35193,78.4429756097561,96,92,16668892,0.02,0.02,1,9.81407525123378,2.49105438037423,1.45130889162512,1.8520925997991,4.57882621064849,4.56434819146784,1.96009477061524,6.49915322812642,2.15176224761641,4.63813996036077,4.36237193546019,4.56434819146784,4.52178857704904
"191",191,"CL",2008,"Chile",18709.3797778795,11.845,4.23167740308703,6.83125121959733,97.7,96.6,7.80000019073486,731.993254267233,9.60000038146973,103.86134,78.6174146341464,95,96,16831184,0.02,0.02,1,9.83678026948723,2.47190583761075,1.44259846364649,1.92150785147478,4.58190155904874,4.57057874121847,2.05412375814873,6.59577129843693,2.26176313821022,4.64305674031638,4.36459323512519,4.55387689160054,4.56434819146784
"192",192,"CL",2009,"Chile",18340.5280324991,11.625,3.95883479544666,7.45477947770418,97.9,97.2,9.69999980926514,760.018063365605,10.8000001907349,102.72983,78.8185853658537,94,93,16991729,0.02,0.02,1,9.81686853669911,2.45315795147342,1.37594973839418,2.00885536732368,4.58394654953646,4.57677071146639,2.27212586584595,6.63334220058425,2.37954615179081,4.63210253240348,4.36714882395106,4.54329478227,4.53259949315326
"193",193,"CL",2010,"Chile",19217.623592386,11.414,4.21312145934058,7.06823719372274,98.2,97.8,8.10000038146973,894.406162543595,9.69999980926514,100.72272,79.0504634146342,92,93,17150760,0.03,0.02,0,9.86358303244424,2.43484067211452,1.43820381223728,1.95561111271196,4.58700621536042,4.58292457704077,2.09186410877342,6.79615999251976,2.27212586584595,4.61237139493142,4.37008642593601,4.52178857704904,4.53259949315326
"194",194,"CL",2011,"Chile",20154.4226207491,11.21,5.96992100820979,7.09673105190368,98.5,98.3,7.09999990463257,1021.60976842643,8.69999980926514,99.84632,79.306512195122,94,91,17308449,0.03,0.03,1,9.91117902819224,2.41680623708407,1.77878060203432,1.9596342627988,4.59005654817804,4.58802402715312,1.96009477061524,6.92913486656223,2.16332300373699,4.60363220389973,4.37332024626681,4.54329478227,4.51085950651685
"195",195,"CL",2012,"Chile",21048.927954527,11.014,8.1847690801706,7.18198260122546,98.8,98.9,6.40000009536743,1103.35558253026,7.90000009536743,99.58142,79.5726585365854,90,90,17464814,0.02,0.03,1,9.95460490928759,2.39916719084029,1.81028881063136,1.97157547324811,4.59309760475382,4.59410923862867,1.85629800526679,7.00611134493496,2.0668627715448,4.60097560100391,4.37667054812432,4.49980967033027,4.49980967033027
"196",196,"CM",2000,"Cameroon",2297.75491434957,54.458,0.215493084286489,4.44518705507449,61.7,42.2,6,25.9196802657462,6.69999980926514,76.50163,51.9358780487805,62,49,15927713,0.78,0.876821369946075,1.14416812808221,7.73968780100193,3.99742976237002,-1.53482646143129,1.49182195021193,4.12228393091134,3.74242022104197,1.79175946922805,3.25500253598153,1.90210749792903,4.33731204779504,3.95000984322369,4.12713438504509,3.89182029811063
"197",197,"CM",2001,"Cameroon",2339.39348950617,53.861,0.209248864250748,4.66638116759953,62.8,42.4,7.5,27.4926909874103,8.30000019073486,91.13766,51.7571951219512,63,51,16350440,0.76,0.78,1,7.75764698223683,3.98640665386538,-1.56423099734175,1.54038386070415,4.13995507347415,3.74714836223791,2.01490302054226,3.31392018707017,2.11625553778266,4.51237111072009,3.94656345865382,4.14313472639153,3.93182563272433
"198",198,"CM",2002,"Cameroon",2370.60378108423,53.262,0.203648852309051,4.82878326997974,63.8,42.7,5.5,31.3049426613323,6.09999990463257,90.532,51.6552682926829,66,53,16782044,0.71,0.76,1,7.77089996163452,3.97522313131424,-1.59135808050855,1.5745945249523,4.15575319035074,3.75419892023458,1.70474809223843,3.44377599758187,1.80828875554526,4.50570337936748,3.94459219022235,4.18965474202643,3.97029191355212
"199",199,"CM",2003,"Cameroon",2402.9834908116,52.662,0.220361374899794,4.9253548069448,64.9,42.9,5.59999990463257,38.9543950204065,6.19999980926514,90.07184,51.6390487804878,73,61,17223277,0.67,0.71,1,7.78446636547217,3.96389413283804,-1.51248646706239,1.5943963140484,4.17284762371004,3.75887182593397,1.72276658071121,3.66239160344548,1.82454926128736,4.50060757414256,3.94427814560135,4.29045944114839,4.11087386417331
"200",200,"CM",2004,"Cameroon",2428.25703093305,52.06,0.223858667855543,4.63286677377944,65.9,43.2,4.5,41.3495218363645,5,94.2151,51.716487804878,73,64,17674960,0.62,0.67,1,7.79492900775155,3.95239689956642,-1.49674037333144,1.53317585009173,4.18813844150846,3.76584049525006,1.50407739677627,3.72206085759061,1.6094379124341,4.545580465976,3.94577664372616,4.29045944114839,4.15888308335967
"201",201,"CM",2005,"Cameroon",2420.64719632499,51.459,0.203792601655753,4.87616092797294,66.9,43.4,4.40000009536743,44.5950917418968,4.90000009536743,91.36528,51.8890487804878,80,68,18137734,0.58,0.62,1,7.7917902198939,3.9407853740958,-1.59065246083599,1.58435821517058,4.20319896713418,3.77045944110636,1.48160456259863,3.79762380233989,1.58923522457932,4.51486553758274,3.94910776175061,4.38202663467388,4.21950770517611
"202",202,"CM",2006,"Cameroon",2434.9824622578,50.857,0.205693152733109,4.7743649274383,68,43.7,3.79999995231628,46.053589976589,4.19999980926514,90.41726,52.150243902439,81,73,18611937,0.52,0.58,1,7.79769483313256,3.92901777280401,-1.58136977051408,1.56326096559812,4.21950770517611,3.77734810210154,1.33500105418399,3.82980571789485,1.43508447987626,4.50443517837701,3.95412885837619,4.39444915467244,4.29045944114839
"203",203,"CM",2007,"Cameroon",2440.4458981906,50.259,0.305492511235399,4.70890063193877,69,43.9,4,50.3784688648408,4.5,93.51177,52.4791463414634,82,74,19097676,0.49,0.52,1,7.79993604675147,3.91718963537951,-1.18583001381202,1.54945446930566,4.23410650459726,3.78191432008113,1.38629436111989,3.91956387873656,1.50407739677627,4.53808731072506,3.96041587814422,4.40671924726425,4.30406509320417
